track_id,track_title,track_artists,track_album,track_release_date,energy,loudness,tempo,valence,danceability,duration,playlist
5KawlOMHjWeUjQtnuRs22c,Boy With Luv (feat. Halsey),"BTS, Halsey",MAP OF THE SOUL : PERSONA,2019-04-12,0.862,-4.757,119.991,0.7979999999999999,0.645,03:49,tteokbokki
2wVDWtLKXunswWecARNILj,SOLO,JENNIE,SOLO,2018-11-12,0.642,-5.165,95.045,0.38799999999999996,0.7509999999999999,02:49,tteokbokki
3yHQKddM8SVCRnuPSo3HPN,BOOMBAYAH,BLACKPINK,SQUARE ONE,2016-08-08,0.836,-3.282,124.969,0.387,0.6579999999999999,04:00,tteokbokki
3CV5ak1oN85Vjx1NHiLK7H,BAE BAE,BIGBANG,MADE,2016-12-13,0.63,-4.914,140.011,0.402,0.687,02:49,tteokbokki
0y4c7qajdQDZ55PZ7RkwyG,LOVE ME LOVE ME,WINNER,OUR TWENTY FOR,2017-08-04,0.816,-4.46,105.993,0.746,0.754,03:37,tteokbokki
7DAO3kg4MR5Q3K2IzlUTbN,TURN IT UP,TWICE,FANCY YOU,2019-04-22,0.8109999999999999,-3.5439999999999996,119.988,0.956,0.8270000000000001,03:07,tteokbokki
1fRaznZsAB2i63TtmYv2Hc,La Vie en Rose,IZ*ONE,COLOR*IZ,2018-10-29,0.9079999999999999,-1.2109999999999999,115.975,0.606,0.698,03:38,tteokbokki
6SSC9KZQaxBdyipKRigrFC,Heart Attack (츄),LOONA,Chuu,2017-12-28,0.857,-3.457,99.014,0.75,0.6629999999999999,03:14,tteokbokki
54s6sdPuMjVtdB5d5KFzTC,Save Me,BTS,The Most Beautiful Moment in Life: Young Forever,2016-05-02,0.823,-3.48,139.94799999999998,0.539,0.614,03:16,tteokbokki
5GKwq4sO5ZHKuWaDmdwMQc,Bad Boy,Red Velvet,The Perfect Red Velvet - The 2nd Album Repackage,2018-01-29,0.736,-3.801,149.985,0.8140000000000001,0.7140000000000001,03:30,tteokbokki
7nKQ5WAcjnG48knyLuo8gO,Red Flavor,Red Velvet,The Red Summer - Summer Mini Album,2017-07-09,0.917,-3.315,125.042,0.515,0.7090000000000001,03:11,tteokbokki
6ceKChoZYLdw24Ph1CDFUJ,BDZ,TWICE,BDZ,2018-09-12,0.862,-2.718,137.93,0.6679999999999999,0.715,03:17,tteokbokki
5WitNasXEIRptoLIQUcXMx,Décalcomanie,MAMAMOO,MEMORY,2016-11-07,0.8590000000000001,-2.384,115.434,0.541,0.648,03:35,tteokbokki
6KnkYUz3zXQnftT1fzZcDL,다시 해줘 Do it again,TWICE,THE STORY BEGINS,2015-10-20,0.9359999999999999,-0.948,136.983,0.8170000000000001,0.73,03:26,tteokbokki
7e7VjLxO5xJINHvnRytrqi,PLAYING WITH FIRE,BLACKPINK,SQUARE TWO,2016-11-01,0.758,-4.511,97.037,0.674,0.7070000000000001,03:17,tteokbokki
2MODoWGuNV60V7X9JRmcFh,Taller than You,MAMAMOO,Melting,2016-02-26,0.684,-3.99,200.31599999999997,0.757,0.732,03:04,tteokbokki
7zFBtYAVURF3bUVqEQ6UUu,ICY,ITZY,IT'z ICY,2019-07-29,0.904,-2.819,124.979,0.8140000000000001,0.8009999999999999,03:11,tteokbokki
60zxdAqWtdDu0vYsbXViA7,FANCY,TWICE,FANCY YOU,2019-04-22,0.866,-2.138,132.023,0.795,0.6990000000000001,03:33,tteokbokki
76ziL4M1nP9psv11be5812,Dance The Night Away,TWICE,Summer Nights,2018-07-09,0.861,-2.905,118.00399999999999,0.78,0.711,03:00,tteokbokki
71vPAjlG1x606483GTJNhY,FIESTA,IZ*ONE,BLOOM*IZ,2020-02-17,0.927,-2.105,122.999,0.738,0.758,03:37,tteokbokki
7w3pIUjz7BTTqj9uAws40m,So What,LOONA,[#],2020-02-05,0.9470000000000001,-2.437,125.08200000000001,0.511,0.608,03:18,tteokbokki
3jM4UiYD4GLhlbDzGRVkkX,200%,AKMU,PLAY,2014-04-07,0.638,-4.9110000000000005,102.06,0.872,0.853,03:13,tteokbokki
6f4wghlwYWGLqGEIKc6HDQ,You Calling My Name,GOT7,Call My Name,2019-11-04,0.667,-4.061,111.02,0.514,0.813,03:14,tteokbokki
4hRA2rCPaCOpoEIq5qXaBz,Inferiority Complex,"Park Kyung, EUNHA",Inferiority Complex,2016-05-25,0.7959999999999999,-4.277,102.249,0.892,0.7609999999999999,03:24,tteokbokki
4TArUx34wOehwpnbXlKBQY,LION,(G)I-DLE,Queendom < FINAL Comeback >,2019-10-25,0.726,-5.167999999999999,109.991,0.182,0.737,03:30,tteokbokki
6tCssnvTUREcperDOUTqvA,WANNABE,ITZY,It'z Me,2020-03-09,0.9109999999999999,-4.41,122.035,0.64,0.809,03:11,tteokbokki
0GU5GuJQQEnnREO2FxnVPT,달라달라 (DALLA DALLA),ITZY,IT'z Different,2019-02-12,0.853,-4.564,124.99799999999999,0.713,0.79,03:19,tteokbokki
0Ll92eLIHWY5gey1ISNMPi,YES or YES,TWICE,YES or YES,2018-11-05,0.9129999999999999,-2.977,137.982,0.735,0.7020000000000001,03:57,tteokbokki
2sKWWJ5ee3EnKBztzxPpMH,Fake & True,TWICE,Fake & True,2019-10-18,0.8079999999999999,-3.9730000000000003,125.93799999999999,0.765,0.6779999999999999,03:39,tteokbokki
3WHNAF7jrtL5Grl59V1wtv,SENTIMENTAL,WINNER,EXIT : E,2016-02-01,0.7559999999999999,-5.513,118.01899999999999,0.71,0.775,03:28,tteokbokki
0oiQqWcpJVeMsKQ5E0Cil8,Numb,CIX,"HELLO Chapter 2: Hello, Strange Place",2019-11-19,0.872,-2.438,107.044,0.601,0.6829999999999999,03:25,tteokbokki
0jnUqXkSxqe8hLkPVfzIjz,Bom,BOL4,Puberty BookⅠ Bom,2019-04-02,0.631,-3.533,195.99099999999999,0.5329999999999999,0.595,03:37,tteokbokki
55NGPOT6oGrIodlMG0QfHn,STRAWBERRY,TWICE,FANCY YOU,2019-04-22,0.665,-6.131,118.04299999999999,0.7859999999999999,0.825,03:29,tteokbokki
0ahbzg4GCq3wJzUM3cjS3N,Violeta,IZ*ONE,HEART*IZ,2019-04-01,0.88,-2.94,115.012,0.669,0.715,03:20,tteokbokki
7w3mCZJZbfXzNebD5vktMI,ME,CLC,ME,2019-05-30,0.804,-3.512,146.94299999999998,0.795,0.752,03:13,tteokbokki
2YkjXEab4USTV9uuAgC90E,4 Walls,f(x),4 Walls - The 4th Album,2015-10-27,0.8490000000000001,-4.308,125.97200000000001,0.223,0.735,03:27,tteokbokki
3aG0gbuvZ1VeVm68d4J6Yq,Devil,CLC,Devil,2019-09-06,0.888,-3.589,148.028,0.946,0.79,02:57,tteokbokki
7jctPW5gAlj07A69fzS8m1,Rumor,H.I.N.P (Hot Issue of Ntl. Producers),PRODUCE 48 - 30 Girls 6 Concepts,2018-08-18,0.862,-3.02,101.944,0.529,0.741,03:17,tteokbokki
4P66rfizAl2nIJCICSMymC,Likey,TWICE,Twicetagram,2017-10-30,0.903,-1.261,132.006,0.445,0.722,03:27,tteokbokki
4Cuh5uqjIgUw4GRxqABUxh,AYAYAYA,IZ*ONE,BLOOM*IZ,2020-02-17,0.883,-2.3480000000000003,110.113,0.773,0.639,03:22,tteokbokki
3FARQP8fA49bSsTWjNyWmY,Secret Story of the Swan,IZ*ONE,Oneiric Diary,2020-06-15,0.941,-0.995,102.969,0.758,0.703,03:12,tteokbokki
1AAfjmO6BmVIrC0N4fPx6E,TRICK IT,TWICE,Feel Special,2019-09-23,0.8959999999999999,-4.002,127.98299999999999,0.659,0.752,03:14,tteokbokki
0288jQaJZLqK5hvPokmNBX,Highlight,IZ*ONE,HEART*IZ,2019-04-01,0.867,-4.921,123.727,0.41600000000000004,0.6459999999999999,03:28,tteokbokki
6SJNYr4HPQK678UZZI4yQP,Rococo,IZ*ONE,Oneiric Diary,2020-06-15,0.9309999999999999,-1.27,117.975,0.611,0.81,03:13,tteokbokki
0yKtEkiVN8rPDWbtn6HvDd,Up,IZ*ONE,HEART*IZ,2019-04-01,0.9209999999999999,-2.04,122.02799999999999,0.7759999999999999,0.6940000000000001,03:12,tteokbokki
1OBb2wZMXKNmtdyyejLIyL,Uh-Oh,(G)I-DLE,Uh-Oh,2019-06-26,0.8140000000000001,-3.315,92.037,0.782,0.7809999999999999,03:27,tteokbokki
2ezKXygNO30pXyDQXkm6oD,LATATA,(G)I-DLE,I am,2018-05-02,0.792,-4.019,98.1,0.505,0.774,03:22,tteokbokki
7gr57cYekMWriyJYbT7oZ4,HANN (Alone),(G)I-DLE,HANN (Alone),2018-08-14,0.718,-3.315,104.971,0.24,0.7090000000000001,03:25,tteokbokki
0q6boCcLaWYPIy2vOsksFg,Senorita,(G)I-DLE,I made,2019-02-26,0.8079999999999999,-3.139,120.021,0.42,0.782,03:17,tteokbokki
5MwfxCtqMFGYp9Nc1BkTrS,Wow Thing,"SEULGI, CHUNG HA, SinB, JEON SOYEON",Wow Thing,2018-09-28,0.894,-3.52,104.04299999999999,0.737,0.703,02:51,tteokbokki
6E7jAJN2e3znSHyPCdQqx8,gogobebe,MAMAMOO,White Wind,2019-03-14,0.787,-3.114,96.929,0.7070000000000001,0.7040000000000001,03:15,tteokbokki
5ipJi9h2ghaThn6EUwO3B2,LOVE FOOLISH,TWICE,Feel Special,2019-09-23,0.84,-2.298,114.965,0.5770000000000001,0.721,03:11,tteokbokki
22DRA2em8kN01PTtasTPXv,Ice Cream,TWICE,Twicecoaster: Lane 2,2017-02-20,0.573,-6.452000000000001,123.866,0.23399999999999999,0.6509999999999999,03:52,tteokbokki
0jFHMDRXxKaREor3hBEEST,Gashina,SUNMI,SUNMI SPECIAL EDITION [Gashina],2017-08-22,0.833,-3.915,93.941,0.53,0.722,03:00,tteokbokki
2fJ70dRX7J4jiVxKUQQp7C,DUMDi DUMDi,(G)I-DLE,DUMDi DUMDi,2020-08-03,0.914,-1.072,123.04700000000001,0.674,0.759,03:30,tteokbokki
128rj96Z6tTEU3h3awSMdB,OXYGEN,TWICE,MORE & MORE,2020-06-01,0.87,-4.198,129.95600000000002,0.501,0.775,03:45,tteokbokki
0k0Yeg7tVLD84GcIFlLsAq,Going Crazy,TWICE,The Story Begins,2015-10-20,0.94,-2.984,103.963,0.584,0.701,03:01,tteokbokki
3cRMTLKS4Eabhxu1qmyKRf,IAM,1AM,PRODUCE 48 - 30 Girls 6 Concepts,2018-08-18,0.9309999999999999,-2.997,147.935,0.8490000000000001,0.7090000000000001,03:24,tteokbokki
6caS9LrdquWAfGeAmjqt1t,MAKE ME GO,TWICE,MORE & MORE,2020-06-01,0.633,-3.145,111.51700000000001,0.8140000000000001,0.818,03:06,tteokbokki
7AqScxClmkJdqHZjWSkKH8,당돌한 여자,"Jihyo, 나연, 쯔위, Chaeyeong",투유 프로젝트 - 슈가맨 Pt.11,2015-12-30,0.579,-5.034,129.917,0.532,0.725,03:05,tteokbokki
39kzWAiVPpycdMpr745oPj,You Never Know,BLACKPINK,THE ALBUM,2020-10-02,0.435,-6.497000000000001,144.144,0.322,0.47700000000000004,03:51,tteokbokki
0bDYceyQd1jnJO4sK47YxU,Dingga,MAMAMOO,Dingga,2020-10-20,0.925,-2.7880000000000003,119.963,0.795,0.772,02:59,tteokbokki
5WGLxlhumdEqAyEgKbVmra,Girl Crush,MAMAMOO,Innisia Nest OST,2015-09-16,0.8059999999999999,-3.133,128.05700000000002,0.82,0.847,03:08,tteokbokki
39vr6WFmhE3juhrcDkQ9fu,To Reach You,Memory Fabricators,PRODUCE 48 - 30 Girls 6 Concepts,2018-08-18,0.9279999999999999,-0.8340000000000001,104.995,0.546,0.708,03:30,tteokbokki
37ZtpRBkHcaq6hHy0X98zn,I CAN'T STOP ME,TWICE,Eyes Wide Open,2020-10-26,0.88,-3.6719999999999997,150.084,0.769,0.657,03:25,tteokbokki
3KCreWc88InXH3XuL54C5a,HELL IN HEAVEN,TWICE,Eyes Wide Open,2020-10-26,0.81,-3.82,105.042,0.6940000000000001,0.8,02:59,tteokbokki
1LiNP5q2thWScdvCRkJ584,UP NO MORE,TWICE,Eyes Wide Open,2020-10-26,0.88,-2.734,119.948,0.713,0.7090000000000001,03:34,tteokbokki
54kGRAmn3I49RPAhdWG2sp,DO WHAT WE LIKE,TWICE,Eyes Wide Open,2020-10-26,0.8959999999999999,-2.4819999999999998,124.926,0.715,0.78,02:59,tteokbokki
2APCo1hwAaua9CslYXqALD,BRING IT BACK,TWICE,Eyes Wide Open,2020-10-26,0.638,-2.73,115.051,0.606,0.8420000000000001,03:28,tteokbokki
2xVCwFrNYnllRX1g0drYVI,QUEEN,TWICE,Eyes Wide Open,2020-10-26,0.8370000000000001,-3.112,105.882,0.423,0.629,03:13,tteokbokki
5uZ5VUoj2al8GttE421bTD,GO HARD,TWICE,Eyes Wide Open,2020-10-26,0.852,-3.569,100.06200000000001,0.509,0.7909999999999999,03:01,tteokbokki
5HSooivbDgCWBOv24vtYiB,SHOT CLOCK,TWICE,Eyes Wide Open,2020-10-26,0.927,-2.4290000000000003,97.995,0.5529999999999999,0.79,03:29,tteokbokki
2laLdXRHMaHCuqr3DXgzhZ,HANDLE IT,TWICE,Eyes Wide Open,2020-10-26,0.574,-6.035,85.96,0.69,0.509,02:51,tteokbokki
34WYAVk1WHSyMxY9tHRPyA,DEPEND ON YOU,TWICE,Eyes Wide Open,2020-10-26,0.597,-6.249,100.156,0.522,0.6759999999999999,03:18,tteokbokki
2gagYYY4R8QimbnFqd96ST,SAY SOMETHING,TWICE,Eyes Wide Open,2020-10-26,0.841,-4.067,105.963,0.723,0.713,04:07,tteokbokki
2U3gA9KzJJ18nV94qCadVP,RAINBOW,TWICE,Feel Special,2019-09-23,0.8490000000000001,-3.5860000000000003,133.994,0.762,0.772,02:57,tteokbokki
2IDJfisC6YCHGNrqrORCZs,STUCK,TWICE,Summer Nights,2018-07-09,0.7959999999999999,-2.71,157.903,0.5710000000000001,0.564,03:35,tteokbokki
23sjuUEVDn9Gk45dLkHdsn,HO!,TWICE,Summer Nights,2018-07-09,0.895,-2.342,160.009,0.9740000000000001,0.7659999999999999,03:09,tteokbokki
0rSMzlAKNapoat4NdZYmi3,BETTER,TWICE,BETTER,2020-11-11,0.698,-4.712,124.99,0.584,0.768,03:43,tteokbokki
6Ks1e4WEUeOGgnTGZ4IMXo,Kick It,BLACKPINK,KILL THIS LOVE,2019-04-05,0.787,-3.647,124.949,0.381,0.765,03:11,tteokbokki
4FrxgrNbNrdfq8093JaEJf,Make you happy,NiziU,Make you happy,2020-06-30,0.885,-3.745,160.08700000000002,0.8079999999999999,0.78,03:04,tteokbokki
3jKhYB78kmpIxMHQXrDUaj,虹の向こうへ,NiziU,Make you happy,2020-06-30,0.892,-2.505,127.99600000000001,0.647,0.7859999999999999,03:16,tteokbokki
5DgAgJbHcm74RyA9YKj6k1,Step and a step,NiziU,Step and a step,2020-11-25,0.851,-3.762,116.038,0.541,0.8440000000000001,03:21,tteokbokki
71WZ7yFuwxmQz5jJUpvkGv,예뻤어 You Were Beautiful,DAY6,SUNRISE,2017-06-07,0.617,-3.464,167.925,0.418,0.45799999999999996,04:43,tteokbokki
0CnpSTdL9l5vQM4YnzXtyo,Panorama,IZ*ONE,One-reeler / Act IV,2020-12-07,0.963,-1.111,126.06200000000001,0.769,0.726,03:42,tteokbokki
4Wa3kUtGTeuPuC9qF9wF0g,Sequence,IZ*ONE,One-reeler / Act IV,2020-12-07,0.8490000000000001,-3.137,125.95700000000001,0.7709999999999999,0.7929999999999999,03:10,tteokbokki
6XvsuNhva4yQPwjpniUnsd,O Sole Mio,IZ*ONE,One-reeler / Act IV,2020-12-07,0.96,-2.0869999999999997,102.95,0.381,0.657,03:30,tteokbokki
2xtP8RNbo2BEMzLX7tK7aq,CRY FOR ME,TWICE,CRY FOR ME,2020-12-18,0.6920000000000001,-5.405,144.89600000000002,0.419,0.7020000000000001,03:24,tteokbokki
2Ys46uri3IrPIqF8Lw6p2w,オオカミハート,ORESAMA,オオカミハート,2014-12-03,0.767,-2.752,127.986,0.588,0.6509999999999999,03:33,tteokbokki
5QIWUtgYCSrulzyixMLgbM,Blow Your Mind,(G)I-DLE,I made,2019-02-26,0.47100000000000003,-5.432,123.09,0.536,0.8690000000000001,02:49,tteokbokki
1SEFLwokQfYT4nrWqAlIaw,Superhero - Japanese Ver.,yukaDD(;´∀｀),Superhero,2020-11-25,0.72,-4.508,99.993,0.5539999999999999,0.657,03:14,tteokbokki
3U764c5XbUqjr408oTrjfy,D-D-DANCE,IZ*ONE,D-D-DANCE,2021-01-26,0.89,-1.942,124.925,0.36700000000000005,0.715,03:25,tteokbokki
60M8FSYZP8MA0Wy2huOADL,LA DI DA,EVERGLOW,-77.82x-78.29,2020-09-21,0.85,-1.486,163.845,0.601,0.47700000000000004,03:30,tteokbokki
5I2nWbGzcUFdjEOT90tS5J,LALALA,TWICE,YES or YES,2018-11-05,0.872,-2.675,156.985,0.833,0.693,03:06,tteokbokki
46WaBBaEHzgbN88Ew0nh50,MAGO,GFRIEND,回:Walpurgis Night,2020-11-09,0.821,-3.662,120.06200000000001,0.6459999999999999,0.621,03:19,tteokbokki
0iEzzJ3zmNQqATy2MilumS,Take a picture,NiziU,Take a picture,2021-03-29,0.871,-4.138999999999999,127.945,0.7390000000000001,0.736,03:01,tteokbokki
6Xw8CSd3R6xqCmHHB9pBhb,Colors,IZ*ONE,COLOR*IZ,2018-10-29,0.899,-2.785,108.006,0.818,0.71,03:38,tteokbokki
5xrtzzzikpG3BLbo4q1Yul,LILAC,IU,IU 5th Album 'LILAC',2021-03-25,0.89,-2.275,114.94200000000001,0.75,0.738,03:34,tteokbokki
0SiX8tNiIZskZrPiAh6XxX,Kura Kura,TWICE,Kura Kura,2021-04-21,0.7140000000000001,-4.351,130.999,0.7609999999999999,0.7340000000000001,03:47,tteokbokki
52CBUrIdyf8tbZaUY9iawE,After School,Weeekly,We play,2021-03-17,0.9279999999999999,-1.609,164.007,0.738,0.634,03:25,tteokbokki
2pNJ0TsgiRc4mGdYHazD5w,water color,Whee In,Redd,2021-04-13,0.607,-3.4619999999999997,107.947,0.7509999999999999,0.7390000000000001,03:09,tteokbokki
1MtCOuTy3B6fU72LQPvg16,HAPPEN,HEIZE,HAPPEN,2021-05-20,0.674,-4.9719999999999995,112.89299999999999,0.565,0.7040000000000001,03:13,tteokbokki
0BTaaKT4RMbs5M73tOHX5Y,Alcohol-Free,TWICE,Taste of Love,2021-06-11,0.909,-1.992,97.09700000000001,0.7020000000000001,0.688,03:30,tteokbokki
1t2qYCAjUAoGfeFeoBlK51,Black Mamba,aespa,Black Mamba,2020-11-17,0.915,-2.862,90.069,0.5,0.52,02:54,tteokbokki
3YdqewCLgGsFhruA3EhILy,First Time,TWICE,Taste of Love,2021-06-11,0.754,-2.972,107.03,0.7709999999999999,0.812,03:02,tteokbokki
7Jzo3IObpANz6giPTUrihB,Baby Blue Love,TWICE,Taste of Love,2021-06-11,0.838,-3.201,115.056,0.72,0.759,02:46,tteokbokki
4ZoiC0UbYxpqKr9Ceh5mZa,WOOWA,DIA,NEWTRO,2019-03-19,0.92,-2.765,127.008,0.711,0.67,03:31,tteokbokki
0hpYo5x9iNMGz52fRrflbT,Perfect World,TWICE,Perfect World,2021-06-30,0.877,-2.322,134.98,0.599,0.684,03:02,tteokbokki
0NaccQM71LPaoSS8EZ0KhW,Outta My Head,JEON SOMI,BIRTHDAY,2019-06-13,0.48700000000000004,-6.93,130.048,0.581,0.7170000000000001,03:08,tteokbokki
44WDsCOwmfTuvL1tfAIErU,동그라미의 꿈,DALsooobin,동그라미의 꿈,2017-02-23,0.368,-8.205,164.107,0.359,0.684,02:54,tteokbokki
1zMWOzjhKVlWvzvEK3e5n8,Merry-Go-Round,IZ*ONE,Oneiric Diary,2020-06-15,0.971,-1.087,122.027,0.7190000000000001,0.698,03:00,tteokbokki
5OnchRw2yAuIAwp2RYLCBa,Girl Front,LOOΠΔ / ODD EYE CIRCLE,Max & Match,2017-10-31,0.795,-4.079,139.99,0.687,0.7170000000000001,03:16,tteokbokki
1LQtxz9fIrZskoqDSbhKd3,Turtle,TWICE,Twicetagram,2017-10-30,0.809,-3.595,94.985,0.615,0.741,03:18,tteokbokki
5awNIWVrh2ISfvPd5IUZNh,PTT (Paint The Town),LOONA,[&],2021-06-28,0.8140000000000001,-2.437,124.02799999999999,0.546,0.7809999999999999,03:21,tteokbokki
6PFfx4sEBWPuFqFB0mgX1D,GLASSY,JO YURI,GLASSY,2021-10-07,0.725,-3.815,125.04799999999999,0.731,0.723,03:09,tteokbokki
139JUU8fJkQoeHl9nABk9C,CRUEL,TWICE,Formula of Love: O+T=<3,2021-11-12,0.8270000000000001,-2.958,124.98899999999999,0.82,0.84,03:31,tteokbokki
3ax3sc1Rn99YbjyKT0HALS,REAL YOU,TWICE,Formula of Love: O+T=<3,2021-11-12,0.831,-3.029,119.975,0.8859999999999999,0.858,03:07,tteokbokki
4O1WbQwMV0W6Y2dUCvwoBx,F.I.L.A (Fall In Love Again),TWICE,Formula of Love: O+T=<3,2021-11-12,0.889,-3.076,117.971,0.653,0.7559999999999999,03:11,tteokbokki
39kH6C2twlYjyssIW02sbr,LAST WALTZ,TWICE,Formula of Love: O+T=<3,2021-11-12,0.772,-3.272,141.968,0.61,0.799,02:50,tteokbokki
61iEzLnJzBnMwumWtn0nFp,ESPRESSO,TWICE,Formula of Love: O+T=<3,2021-11-12,0.851,-2.972,93.208,0.752,0.6559999999999999,03:07,tteokbokki
4BBnKqIS2pj2hX0zm0CZZx,REWIND,TWICE,Formula of Love: O+T=<3,2021-11-12,0.732,-4.865,82.02600000000001,0.436,0.665,03:00,tteokbokki
7kbOwsTp2Uqm1scjRPiVt4,"PUSH & PULL (JIHYO, SANA, DAHYUN)",TWICE,Formula of Love: O+T=<3,2021-11-12,0.907,-2.487,120.069,0.778,0.7390000000000001,03:25,tteokbokki
6bS9w12VuyaqkbNKnw5zZE,"1, 3, 2 (JEONGYEON, MINA, TZUYU)",TWICE,Formula of Love: O+T=<3,2021-11-12,0.875,-2.739,88.93799999999999,0.708,0.6559999999999999,03:18,tteokbokki
3jsYQw78lrxJA2ysnmOIf9,Some,BOL4,Red Diary Page.1,2017-09-28,0.799,-2.8489999999999998,103.991,0.782,0.659,03:01,tteokbokki
2l1igayfoeUbe8xjYTRGqi,Before Anyone Else,YENA,ˣ‿ˣ (SMiLEY),2022-01-17,0.5579999999999999,-7.266,143.0,0.35,0.612,03:27,tteokbokki
4zYeD9zVE1FTVp9DG0JWD6,VACAY,YENA,ˣ‿ˣ (SMiLEY),2022-01-17,0.841,-2.6210000000000004,124.02799999999999,0.7090000000000001,0.762,03:46,tteokbokki
3FxEYn2E7dT5A5DT4luQGK,Door,KWON EUN BI,OPEN,2021-08-24,0.912,-1.7269999999999999,105.03299999999999,0.684,0.721,03:19,tteokbokki
6ry670EtSALRt1yd0W0wca,Make Me Happy,Whee In,WHEE,2022-01-16,0.664,-5.216,104.055,0.511,0.659,03:17,tteokbokki
1t4pPnbkOjzoA5RvsDjvUU,1999 WILDFIRE,BROCKHAMPTON,1999 WILDFIRE,2018-07-07,0.57,-8.093,128.066,0.8140000000000001,0.8109999999999999,04:11,b
3djWN7th03XZtmF5s3C1Lv,J'OUVERT,BROCKHAMPTON,iridescence,2018-09-21,0.703,-4.114,83.984,0.501,0.7190000000000001,03:54,b
3NuN59jpH3B5cNa2M4r7XG,BOOGIE,BROCKHAMPTON,SATURATION III,2017-12-15,0.9329999999999999,-3.034,110.029,0.28,0.604,03:13,b
1m4C9zlV89rXTfXStluvec,ZIPPER,BROCKHAMPTON,SATURATION III,2017-12-15,0.6809999999999999,-4.357,113.98899999999999,0.687,0.835,03:22,b
5lbCjKgdT9pvYjrtmSiRvL,HOTTIE,BROCKHAMPTON,SATURATION III,2017-12-15,0.7120000000000001,-6.355,128.994,0.774,0.856,03:17,b
4O9tOyMOq8Oioun2MsULH5,RENTAL,BROCKHAMPTON,SATURATION III,2017-12-15,0.452,-7.947,82.012,0.514,0.672,03:33,b
66dQdXAbtuPdSasezCQVZE,SUMMER,BROCKHAMPTON,SATURATION II,2017-08-25,0.55,-6.13,79.955,0.542,0.49700000000000005,03:24,b
1CKhx6sSkUxzomXnYZqSMh,TOKYO,BROCKHAMPTON,SATURATION II,2017-08-25,0.625,-5.781000000000001,139.981,0.535,0.632,03:12,b
7HRv1sYuwgoea1m0JRvChV,GOLD,BROCKHAMPTON,SATURATION,2017-06-09,0.647,-6.947,110.036,0.29,0.8079999999999999,04:26,b
